Date,Actual_Close,Actual_Next_Close,Predicted_Next_Close,Prediction_Error_Absolute,Prediction_Error_Percentage,Actual_Direction,Predicted_Direction,Direction_Correct
2018-07-09,27810.608094441825,27677.181629174207,27740.898,63.716808325792954,0.23021422187954926,0,0,1
2018-07-10,27677.181629174207,27530.338749981867,27673.467,143.1280468931327,0.5198920659602381,0,0,1
2018-07-11,27530.338749981867,27507.021825860764,27537.314,30.292627264236216,0.11012688853053719,0,1,0
2018-07-12,27507.021825860764,27315.976283895,27492.04,176.06277860499904,0.6445414096687527,0,0,1
2018-07-13,27315.976283895,27261.706006847107,27322.865,61.159227527892654,0.22434116013330851,0,1,0
2018-07-16,27261.706006847107,27080.606673768063,27336.062,255.45582623193695,0.9433164821945703,0,1,0
2018-07-17,27080.606673768063,26950.35353111277,27070.625,120.27146888722928,0.4462704682088202,0,0,1
2018-07-18,26950.35353111277,26966.62856391629,26911.84,54.78872016628884,0.20317230252357518,1,0,0
2018-07-19,26966.62856391629,27249.5907733114,26933.607,315.98335143639997,1.1595893460017686,1,0,0
2018-07-20,27249.5907733114,27048.28107466565,27148.307,100.02556595934948,0.36980378044443224,0,0,1
2018-07-23,27048.28107466565,27229.71406026437,27049.527,180.18671651437035,0.6617282727082039,1,1,1
2018-07-24,27229.71406026437,27242.17399181044,27144.955,97.21891368543947,0.35686914603315245,1,0,0
2018-07-25,27242.17399181044,27119.042484068963,27145.723,26.68017218103705,0.09838168953313994,0,0,1
2018-07-26,27119.042484068963,27019.97601439272,27118.06,98.08453248228034,0.3630074742850759,0,0,1
2018-07-27,27019.97601439272,26942.16494837755,27066.363,124.1983328724491,0.4609812652784916,0,1,0
2018-07-30,26942.16494837755,27022.64724266823,26846.201,176.44607079323032,0.6529562748190911,1,0,0
2018-07-31,27022.64724266823,26820.878877274903,26903.844,82.96487272509694,0.30932943362789034,0,0,1
2018-08-01,26820.878877274903,26586.279139595223,26746.396,160.11734477977734,0.6022555617469348,0,0,1
2018-08-02,26586.279139595223,26785.731701266955,26629.727,156.0051387669555,0.5824188060525393,1,1,1
2018-08-03,26785.731701266955,26619.25499209647,26736.213,116.95789852852977,0.4393732978749998,0,0,1
2018-08-06,26619.25499209647,26759.8930827384,26753.516,6.377457738399244,0.023832149548134982,1,1,1
2018-08-07,26759.8930827384,26742.83305183956,26740.984,1.84867683955963,0.006912793554729479,0,0,1
2018-08-08,26742.83305183956,26672.45817043832,26749.412,76.95393893668006,0.2885146110078816,0,1,0
2018-08-09,26672.45817043832,26905.9973594323,26747.031,158.96610943229825,0.5908203561782122,1,1,1
2018-08-10,26905.9973594323,26460.37396778204,26847.95,387.5752509679587,1.4647383723293839,0,0,1
2018-08-13,26460.37396778204,26829.56406303336,26659.195,170.36875053335825,0.6350037970542274,1,1,1
2018-08-14,26829.56406303336,26481.32295183,26706.89,225.5676731700005,0.8517991098115155,0,0,1
2018-08-15,26481.32295183,26720.57962895568,26593.338,127.24173833067834,0.47619378058997347,1,1,1
2018-08-16,26720.57962895568,26479.637565356115,26592.695,113.05774714388463,0.426961082321612,0,0,1
2018-08-17,26479.637565356115,26627.52022425425,26582.332,45.188193004250934,0.16970484905721822,1,1,1
2018-08-20,26627.52022425425,26740.393134987047,26720.393,20.000556862047233,0.07479529848751015,1,1,1
2018-08-21,26740.393134987047,26850.2791585142,26745.715,104.56431476420039,0.38943473975406745,1,1,1
2018-08-22,26850.2791585142,26633.913507293488,26769.893,135.97907083151222,0.5105485935976904,0,0,1
2018-08-23,26633.913507293488,27255.06808038396,26873.914,381.1540178839605,1.398470246927341,1,1,1
2018-08-24,27255.06808038396,27117.83149017121,27151.88,34.049369203788956,0.125560811217999,0,0,1
2018-08-27,27117.83149017121,27151.81806915308,27209.727,57.908493346920295,0.21327666972220022,1,1,1
2018-08-28,27151.81806915308,27317.020424788232,27232.479,84.54190916323205,0.30948437219205777,1,1,1
