Date,Actual_Close,Actual_Next_Close,Predicted_Next_Close,Prediction_Error_Absolute,Prediction_Error_Percentage,Actual_Direction,Predicted_Direction,Direction_Correct
2016-09-20,28279.489072194385,28572.08783503042,28227.674,344.4140069054192,1.2054212100074644,1,0,0
2016-09-21,28572.08783503042,28770.64664502809,28625.639,145.00797315308955,0.504013604359319,1,1,1
2016-09-22,28770.64664502809,28642.37129549384,28676.248,33.87675138116174,0.11827495367498223,0,0,1
2016-09-23,28642.37129549384,28727.753480974832,28580.549,147.2046528498322,0.5124126846442051,1,0,0
2016-09-26,28727.753480974832,28393.468307272466,28571.621,178.1527864775344,0.6274428490016623,0,0,1
2016-09-27,28393.468307272466,28184.197112403854,28448.273,264.0763250961463,0.9369659318055452,0,1,0
2016-09-28,28184.197112403854,28187.222119510643,28031.803,155.4193851356431,0.5513824117775155,1,0,0
2016-09-29,28187.222119510643,28212.23166763977,28138.033,74.19846451477133,0.2630010464570198,1,0,0
2016-09-30,28212.23166763977,28006.31279201732,28163.344,157.03095798267896,0.5606984366304647,0,0,1
2016-10-03,28006.31279201732,27025.075282683727,27703.584,678.508701691273,2.510663502669413,0,0,1
2016-10-04,27025.075282683727,27082.01613517418,27182.385,100.36863045081918,0.37060989089530966,1,1,1
2016-10-05,27082.01613517418,26746.428871947388,27041.299,294.86995617761204,1.102464772360254,0,0,1
2016-10-06,26746.428871947388,26776.918040191555,26854.902,77.98430355844539,0.2912370402052719,1,1,1
2016-10-07,26776.918040191555,26783.446293045294,26824.258,40.811519454706286,0.1523759078954062,1,1,1
2016-10-11,26783.446293045294,26868.89389662648,26769.617,99.27670912647955,0.36948565694006563,1,0,0
2016-10-12,26868.89389662648,26960.560071329503,26877.484,83.07569632950253,0.3081378729140245,1,1,1
2016-10-13,26960.560071329503,26906.003153472124,27018.094,112.09059652787619,0.4166006964635745,0,1,0
2016-10-14,26906.003153472124,26902.17871965036,26864.219,37.95996965036102,0.14110370035804434,0,0,1
2016-10-17,26902.17871965036,27071.174871431245,26846.162,225.01276205624526,0.8311894962996443,1,0,0
2016-10-18,27071.174871431245,27205.03275497986,27128.08,76.95267685486033,0.28286191583715037,1,1,1
2016-10-19,27205.03275497986,27114.339860919543,27182.797,68.45701408045716,0.2524753117044375,0,0,1
2016-10-20,27114.339860919543,27204.16275862938,27120.518,83.64518050437982,0.3074719896602842,1,1,1
2016-10-21,27204.16275862938,27148.71292589325,27180.54,31.82613660674906,0.11722889660966097,0,0,1
2016-10-24,27148.71292589325,27330.11692310416,27219.46,110.65598560416038,0.404886616165973,1,1,1
2016-10-25,27330.11692310416,27156.1267415652,27462.488,306.36153968479994,1.1281488799942982,0,1,0
2016-10-26,27156.1267415652,27256.3950858296,27200.88,55.51422645460116,0.20367413328060613,1,1,1
2016-10-27,27256.3950858296,27435.76767736117,27338.83,96.93759923617108,0.35332563089225993,1,1,1
2016-10-28,27435.76767736117,27300.01984553153,27508.574,208.55437321847057,0.7639348776979251,0,1,0
2016-10-31,27300.01984553153,27571.99694947386,27371.25,200.7469494738616,0.7280827349637884,1,1,1
2016-11-01,27571.99694947386,28014.702056174425,27696.857,317.8446342994248,1.1345636789643172,1,1,1
2016-11-02,28014.702056174425,27955.388045640422,27881.83,73.5579675154222,0.2631262617257549,0,0,1
2016-11-03,27955.388045640422,27942.18627476765,27859.014,83.17260289264959,0.2976596107218572,0,0,1
2016-11-04,27942.18627476765,27447.62405334107,27826.068,378.444306033929,1.3787871230619788,0,0,1
2016-11-07,27447.62405334107,27321.81741383142,27408.438,86.62008616857929,0.3170363261586276,0,0,1
2016-11-08,27321.81741383142,27097.825877153657,27289.018,191.19170097134338,0.705561035922584,0,0,1
2016-11-09,27097.825877153657,27059.75328899567,27116.818,57.06507037932897,0.21088540523588403,0,1,0
2016-11-10,27059.75328899567,26520.55518168004,26885.213,364.6577089449602,1.3750002835418003,0,0,1
2016-11-14,26520.55518168004,26671.36198172697,26495.145,176.21745047696822,0.6606991071460766,1,0,0
2016-11-15,26671.36198172697,26647.473120455565,26722.521,75.04836391943536,0.28163407307023614,0,1,0
2016-11-16,26647.473120455565,26588.50446930273,26720.756,132.25139007226971,0.49740063501863424,0,1,0
2016-11-17,26588.50446930273,26411.049305192075,26538.055,127.00538230792517,0.4808797289358645,0,0,1
2016-11-18,26411.049305192075,26511.00024960864,26478.988,32.01196835864175,0.12074975692067415,1,1,1
2016-11-21,26511.00024960864,26559.40070088012,26516.15,43.250310255119985,0.16284369795168896,1,1,1
2016-11-22,26559.40070088012,26144.084978297746,26475.041,330.9560373272543,1.2658926009534528,0,0,1
2016-11-23,26144.084978297746,26040.8004166372,26167.932,127.13122398779888,0.4882001396031438,0,1,0
2016-11-25,26040.8004166372,26224.147845127984,26086.89,137.2572201279836,0.5234001155674682,1,1,1
2016-11-28,26224.147845127984,26182.627798218084,26152.713,29.914907593083626,0.11425479452875831,0,0,1
2016-11-29,26182.627798218084,25825.4896285032,25992.594,167.10412149679905,0.647051126234481,0,0,1
2016-11-30,25825.4896285032,25731.958005154866,25820.482,88.52441672013447,0.3440251872881202,0,0,1
2016-12-01,25731.958005154866,25772.42641106013,25686.0,86.42641106012888,0.3353444867070776,1,0,0
2016-12-02,25772.42641106013,25670.923728415404,25667.746,3.1776346654041845,0.012378341734102963,0,0,1
2016-12-05,25670.923728415404,25531.354673605565,25582.443,51.08868576943496,0.200101743219488,0,0,1
