Date,Close,High,Low,Open,Volume,SMA_10,SMA_50,EMA_20,RSI,MACD,MACD_Signal,Bollinger_High,Bollinger_Low,Daily_Return,Volatility_20,Target_Next_Close
2016-07-14,1331.300048828125,1341.4000244140625,1322.699951171875,1341.4000244140625,20,1345.5900024414063,1281.8380053710937,1322.827366493337,56.86387148900701,20.706466253240933,21.77747245666231,1383.2342775237419,1258.3557249176645,-0.008268754010774426,0.013281780385904501,1326.5
2016-07-15,1326.5,1333.699951171875,1322.9000244140625,1333.699951171875,52,1346.4,1282.9020043945313,1323.1771411130192,54.85298303868854,18.47241712216146,21.11646138976214,1383.7475846303187,1260.8824202524938,-0.0036055349298230732,0.01325088944608865,1328.4000244140625
2016-07-18,1328.4000244140625,1335.0,1326.199951171875,1327.5,54,1345.5700073242188,1284.0420043945312,1323.6745585702615,55.52345528477476,16.66315075195712,20.225799262201136,1384.032392309705,1264.1876150145138,0.0014323591511966605,0.013217075368198546,1331.5
2016-07-19,1331.5,1333.199951171875,1326.4000244140625,1328.5,322,1343.0800048828125,1284.81400390625,1324.419838706427,56.654499397735776,15.303032408914987,19.241245891543908,1384.0788211251383,1268.2911861990806,0.0023336160260196692,0.013193954214813928,1318.800048828125
2016-07-20,1318.800048828125,1337.5,1315.5,1331.0,751,1338.4700073242188,1285.8780053710936,1323.8846206227793,50.93931716026433,13.049917574770461,18.00298022818922,1380.7450800634276,1276.4549321436036,-0.009538078236481451,0.012875645120261153,1330.5
2016-07-21,1330.5,1330.5,1312.800048828125,1312.800048828125,318,1335.510009765625,1287.2100048828124,1324.5146567539432,55.40276339064567,12.069269093640969,16.816238001279572,1375.8418519302156,1287.6081602768156,0.008871664193727868,0.012930311767424051,1323.0999755859375
2016-07-22,1323.0999755859375,1330.699951171875,1320.4000244140625,1330.699951171875,55,1332.160009765625,1288.1800048828125,1324.3799252141332,52.16987787453374,10.573097890567396,15.567609979137139,1365.2847658352566,1304.3552488131809,-0.005561837214627996,0.01293674553751837,1319.300048828125
2016-07-25,1319.300048828125,1319.300048828125,1313.800048828125,1315.699951171875,548,1328.5900146484375,1289.1600048828125,1323.896127463085,50.53903325458205,8.977264780521182,14.249540939413949,1365.3193168765706,1304.2507026546796,-0.002871987625976402,0.007736134376975619,1320.699951171875
2016-07-26,1320.699951171875,1320.699951171875,1315.199951171875,1315.199951171875,63,1327.2500122070312,1290.1360034179688,1323.591729721065,51.14494513594988,7.736336294025932,12.946900010336346,1365.383848799864,1304.0061658485736,0.0010610947411042737,0.007727650605507181,1326.5999755859375
2016-07-27,1326.5999755859375,1326.5999755859375,1326.0,1326.0,215388,1325.6700073242187,1291.2000024414062,1323.8782293272432,53.7182845248894,7.146592717477233,11.786838551764523,1364.8978364510579,1305.6221708731607,0.00446734658302006,0.007680492216315364,1332.300048828125
2016-07-28,1332.300048828125,1344.300048828125,1330.0999755859375,1339.5,56908,1325.7700073242188,1292.3220043945312,1324.6803073749463,56.122853550663635,7.057806952122746,10.84103223183617,1364.8970883981933,1306.4629213674316,0.00429675361607762,0.00760302159234382,1349.0
2016-07-29,1349.0,1353.300048828125,1325.800048828125,1333.199951171875,6076,1328.0200073242188,1293.8280053710937,1326.9964685773325,62.30245317751448,8.240004443665384,10.320826674202014,1365.8463318672136,1308.573675457005,0.012534677294776086,0.007989376361544441,1351.4000244140625
2016-08-01,1351.4000244140625,1353.5,1345.5999755859375,1348.800048828125,1257,1330.3200073242188,1295.7720068359374,1329.3206167522592,63.10663703095984,9.263779304045102,10.109417200170633,1367.2383116550177,1308.6517029934198,0.0017791137242864075,0.0074143006837383355,1364.4000244140625
2016-08-02,1364.4000244140625,1366.0,1346.5999755859375,1352.0999755859375,2941,1333.610009765625,1298.0120068359374,1332.66151272005,67.1895224094691,10.99734901740203,10.287003563616913,1368.8296548259418,1307.8603598224959,0.00961965351868077,0.006974977340838734,1356.0999755859375
2016-08-03,1356.0999755859375,1364.699951171875,1353.300048828125,1362.4000244140625,715,1337.3400024414063,1300.1120068359376,1334.8937472787059,62.43843591370487,11.568120834826459,10.543227017858824,1367.0692521348346,1308.7407576307905,-0.006083295719442328,0.0069672214414482885,1358.800048828125
2016-08-04,1358.800048828125,1361.5999755859375,1347.0,1354.4000244140625,381,1340.1700073242187,1302.7100073242189,1337.17053790246,63.34643861915352,12.098866752871345,10.85435496486133,1366.8112640764675,1308.8687530133761,0.001991057658577766,0.006942200863832506,1336.4000244140625
2016-08-05,1336.4000244140625,1360.800048828125,1333.699951171875,1357.5999755859375,1107,1341.5000122070312,1304.9680078125,1337.0971556654697,52.09523241414325,10.589917968988175,10.8014675656867,1364.4937183478528,1309.1663036248033,-0.016485151316693702,0.007848759794098761,1333.4000244140625
2016-08-08,1333.4000244140625,1335.4000244140625,1327.800048828125,1330.0,587,1342.910009765625,1307.2340087890625,1336.7450479272404,50.794023754699815,9.047694073137109,10.450712867176781,1362.1496026765203,1309.350421737542,-0.0022448368341771996,0.007855651239395932,1339.0
2016-08-09,1339.0,1339.4000244140625,1328.5,1331.800048828125,620,1344.7400146484374,1309.7380078125,1336.9598052675033,53.146579014241574,8.183013072437916,9.997172908229008,1362.4197411373032,1309.5702857181657,0.004199771623971893,0.007120592108632905,1344.300048828125
2016-08-10,1344.300048828125,1354.199951171875,1344.300048828125,1344.800048828125,110,1346.5100219726562,1312.3280078125,1337.6588760828006,55.32367627040144,7.835098655644515,9.56475805771211,1362.6196211862373,1309.5604081106378,0.003958214210698197,0.007037484738790824,1342.5
2016-08-11,1342.5,1350.4000244140625,1334.800048828125,1341.5999755859375,666,1347.5300170898438,1314.9400073242186,1338.1199355034862,54.39915318065483,7.329633623085556,9.1177331707868,1363.2243318016594,1310.0756926124031,-0.0013390231070021796,0.0067695542423051105,1335.800048828125
2016-08-12,1335.800048828125,1351.800048828125,1333.199951171875,1336.800048828125,113,1346.2100219726562,1317.4600073242189,1337.8989939153564,50.98398169829954,6.31561638303242,8.557309813235923,1363.2850259366257,1310.945003360249,-0.004990652641992499,0.006820025827601504,1340.300048828125
2016-08-15,1340.300048828125,1340.5999755859375,1333.5999755859375,1336.5,62,1345.1000244140625,1319.4640087890625,1338.1276658118106,53.11308903666439,5.808159954124449,8.007479841413629,1363.600015146882,1311.820016591399,0.0033687676564675417,0.0068495597701740615,1350.5
2016-08-16,1350.5,1355.0,1341.0,1342.199951171875,338,1343.7100219726562,1321.5820092773438,1339.305983353543,57.60793077876511,6.158061592432887,7.637596191617481,1364.9599387206622,1312.360093017619,0.007610199806224793,0.007024572157479724,1342.699951171875
2016-08-17,1342.699951171875,1347.300048828125,1338.5999755859375,1345.5,135,1342.37001953125,1323.5480078125,1339.6292183838605,53.39263502714259,5.739797595218079,7.258036472337601,1364.5603635632817,1315.1496584093745,-0.0057756748079415,0.006781219839053467,1351.199951171875
2016-08-18,1351.199951171875,1354.4000244140625,1348.199951171875,1351.300048828125,140,1341.610009765625,1325.376005859375,1340.7311929351001,57.07840255480126,6.024749761557359,7.0113791301815525,1365.6752431336497,1316.1047739561939,0.006330528270729108,0.006646872551738204,1340.4000244140625
2016-08-19,1340.4000244140625,1350.0999755859375,1338.5999755859375,1350.0999755859375,197,1342.010009765625,1326.7800073242188,1340.6996530759538,51.50512811542455,5.317812147535278,6.672665733652298,1365.165818299983,1318.3442036726735,-0.007992841287809305,0.006789892213038458,1337.699951171875
2016-08-22,1337.699951171875,1337.699951171875,1333.300048828125,1334.4000244140625,117,1342.4400024414062,1328.066005859375,1340.4139671803273,50.185782028884184,4.487951340619702,6.235722855045779,1363.8203122476452,1321.529699959386,-0.002014378687711371,0.006769010794212451,1340.5999755859375
2016-08-23,1340.5999755859375,1341.199951171875,1334.300048828125,1337.0,551,1342.6,1329.1900048828124,1340.431682266576,51.619261722317,4.017971729022747,5.792172629841174,1362.3098679645832,1325.0301466838541,0.002167918456991824,0.006776513360959232,1324.4000244140625
2016-08-24,1324.4000244140625,1337.199951171875,1322.9000244140625,1337.199951171875,262,1340.6099975585937,1329.966005859375,1338.9048577091937,44.00187288248719,2.311661435809583,5.096070391034855,1362.6226763787456,1324.4973431525043,-0.012084105226687347,0.0072922402505667195,1320.0999755859375
2016-08-25,1320.0999755859375,1324.0,1317.0,1321.4000244140625,58,1338.3699951171875,1330.6520043945313,1337.113916554598,42.2208650530096,0.6054410837746218,4.197944529582809,1364.0832533034006,1321.8167589036304,-0.003246790055011828,0.00725012846087211,1321.5
2016-08-26,1321.5,1340.5,1320.0999755859375,1323.800048828125,141,1336.939990234375,1331.1600048828125,1335.6268768827317,43.02938819550328,-0.6265579975672608,3.2330440241527953,1364.4606283225012,1318.68938388453,0.0010605442314632896,0.00659412755286869,1322.9000244140625
2016-08-29,1322.9000244140625,1323.0,1315.0,1315.0,437,1335.1999877929688,1331.7680053710938,1334.4147956952395,43.875175379643586,-1.472976321741271,2.2918399549739825,1363.9423156931684,1316.3576965138627,0.0010594206689840124,0.006580063120123684,1311.699951171875
2016-08-30,1311.699951171875,1322.0999755859375,1308.0,1322.0,705,1331.3199829101563,1332.2020043945313,1332.251477169205,38.89978304260644,-3.0127916626020124,1.2309136314587836,1361.6514782803285,1313.378526602484,-0.008466303602306047,0.006272958131143843,1306.9000244140625
2016-08-31,1306.9000244140625,1313.699951171875,1306.300048828125,1310.300048828125,214,1327.739990234375,1332.9300048828125,1329.8370530972866,36.965146738566595,-4.567766025294304,0.07117770010816615,1361.0691980191773,1309.0408117464476,-0.003659317630929415,0.006211992881729442,1312.199951171875
2016-09-01,1312.199951171875,1313.0999755859375,1301.5,1305.300048828125,225,1323.839990234375,1333.81400390625,1328.1573291043903,40.48480085040367,-5.311210288600478,-1.0052998976335625,1358.155844011817,1307.2941559881829,0.004055342152272656,0.006295370851241837,1322.0999755859375
2016-09-02,1322.0999755859375,1326.699951171875,1309.199951171875,1309.5999755859375,55,1322.0099853515626,1335.0320043945312,1327.5804382931092,46.49469925399482,-5.043408714985162,-1.8129216611038825,1357.7890584619627,1306.230936655225,0.007544600504840071,0.005582709282937784,1349.4000244140625
2016-09-06,1349.4000244140625,1349.4000244140625,1323.199951171875,1323.300048828125,46,1323.1799926757812,1335.6200048828125,1329.6584941141523,58.83835505302232,-2.598336251191313,-1.9700045791213685,1359.6818444049607,1305.9381507122268,0.02064900486517751,0.007295440957542101,1344.300048828125
2016-09-07,1344.300048828125,1350.5,1343.9000244140625,1348.4000244140625,14,1323.55,1336.056005859375,1331.0529278964354,56.228635182591354,-1.0599061767131843,-1.7879848986397318,1360.2881636776976,1305.8618363223025,-0.0037794393757715206,0.0073076410448145385,1336.800048828125
2016-09-08,1336.800048828125,1345.4000244140625,1335.699951171875,1344.800048828125,30,1324.7900024414062,1336.486005859375,1331.6002727470725,52.53812991594713,-0.44079536421099874,-1.518546991753985,1359.4874715280257,1305.9125284719744,-0.00557911160275415,0.007362034825368372,1330.0999755859375
2016-09-09,1330.0999755859375,1338.5,1328.0,1338.5,35,1325.7900024414062,1336.6100048828125,1331.457387303155,49.41770437129036,-0.48519250348840615,-1.3118760941008694,1358.503001072769,1305.6569964858247,-0.005012023487028561,0.007435965455023103,1321.0
2016-09-12,1321.0,1329.300048828125,1319.9000244140625,1327.0,177,1325.7400024414062,1336.6620043945313,1330.4614456552356,45.4677838131172,-1.2403713060339214,-1.29757513648748,1358.1312291550712,1304.54876352071,-0.006841572628349835,0.007506793122328733,1319.0
2016-09-13,1319.0,1324.5999755859375,1315.0,1324.5999755859375,79,1325.35,1336.3080053710937,1329.3698794023562,44.62358506353312,-1.9774444840279557,-1.433549005995575,1357.2496454950103,1303.3003422979584,-0.0015140045420136694,0.007452516934676966,1321.5
2016-09-14,1321.5,1322.300048828125,1319.199951171875,1319.199951171875,73,1326.3300048828125,1335.6100048828125,1328.6203670783223,45.97391262215931,-2.3329582903304527,-1.6134308628625507,1354.3751750712054,1303.2748127217633,0.0018953752843062777,0.007220050253107214,1313.5
2016-09-15,1313.5,1320.699951171875,1310.800048828125,1320.699951171875,37,1326.9900024414062,1334.5820043945312,1327.180332118482,42.41007432609556,-3.223084967173463,-1.9353616837247332,1352.9140391043693,1301.8159535714121,-0.006053726825577033,0.007229869191185765,1305.800048828125
2016-09-16,1305.800048828125,1312.5999755859375,1305.800048828125,1312.199951171875,4,1326.3500122070313,1333.496005859375,1325.1441146622576,39.25584327382157,-4.4979884688136735,-2.4478870407425215,1349.8241429928576,1300.3658594485487,-0.005862163054339509,0.007085249573138606,1313.5
2016-09-19,1313.5,1313.5,1313.5,1313.5,20,1325.4900146484374,1332.6340063476562,1324.0351513610901,43.76039342609018,-4.8313442416433645,-2.9245784809226905,1347.9230098110334,1299.5769901889666,0.005896730650902571,0.007114941759936006,1313.699951171875
2016-09-20,1313.699951171875,1313.699951171875,1313.699951171875,1313.699951171875,97,1321.9200073242187,1331.8080053710937,1323.050846581165,43.876781947315315,-5.021511842068321,-3.3439651531518164,1346.211252546607,1298.8887474533929,0.00015222776693946116,0.007115005216946645,1326.9000244140625
2016-09-21,1326.9000244140625,1326.9000244140625,1324.0,1326.300048828125,76,1320.1800048828125,1331.6640063476561,1323.4174349462028,51.075155799338084,-4.060281049952437,-3.4872283325119406,1344.1495756749955,1299.580429207817,0.010048012280439389,0.007500467505622023,1340.4000244140625
2016-09-22,1340.4000244140625,1340.4000244140625,1338.199951171875,1338.5999755859375,23,1320.5400024414062,1331.6240063476562,1325.0348244193324,57.13103180950734,-2.183985915959056,-3.226579849201364,1346.36028350807,1298.9697213747422,0.010174089796977315,0.007338692901124811,1337.199951171875
2016-09-23,1337.199951171875,1337.199951171875,1337.199951171875,1337.199951171875,40,1321.25,1331.7420043945312,1326.1934079195744,55.381104653391816,-0.9443418853870753,-2.7701322564385062,1348.0042681597686,1299.0357342816376,-0.0023874016591325375,0.007317308028237987,1339.699951171875
2016-09-26,1339.699951171875,1341.800048828125,1335.199951171875,1335.199951171875,24,1323.1199951171875,1332.0060034179687,1327.4797453721746,56.50204252185723,0.23708112301437723,-2.1686895805479294,1349.88012688143,1298.979870677164,0.0018695782914208703,0.007321821280490498,1325.9000244140625
2016-09-27,1325.9000244140625,1328.699951171875,1325.9000244140625,1328.0,48,1323.8099975585938,1331.9560034179688,1327.3292957571164,49.16030649862566,0.059146802785107866,-1.723122303881322,1350.0276519358592,1299.1323456227344,-0.010300759319832209,0.007722905700855474,1319.4000244140625
2016-09-28,1319.4000244140625,1319.4000244140625,1319.4000244140625,1319.4000244140625,10551,1323.6,1331.71400390625,1326.574127057778,46.120474102120646,-0.5994529843208056,-1.4983884399692187,1349.8482787833261,1300.0817260994866,-0.0049023304022280945,0.007553086964268858,1321.699951171875
2016-09-29,1321.699951171875,1325.0,1314.699951171875,1321.199951171875,6108,1324.4199951171875,1331.772001953125,1326.1099198305492,47.360782863708614,-0.9251486546856995,-1.3837404829125148,1349.239027098325,1302.1709704602686,0.0017431610696185817,0.007499712740658107,1313.300048828125
2016-09-30,1313.300048828125,1327.699951171875,1312.9000244140625,1320.5999755859375,868,1325.1699951171875,1331.4280029296874,1324.8899321160327,43.428657422994235,-1.8398580004311498,-1.4749639864162418,1349.1723440247206,1302.347663299498,-0.006355377660642536,0.007607039888881665,1309.0
2016-10-03,1309.0,1316.800048828125,1308.199951171875,1313.5,299,1324.7199951171874,1331.1460034179688,1323.3766052478393,41.52787656412979,-2.8785674171426763,-1.7556846725615287,1349.598309500572,1300.6117002650528,-0.003274231834501151,0.007430093750921125,1266.300048828125
2016-10-04,1266.300048828125,1310.199951171875,1266.300048828125,1307.5999755859375,1893,1319.9800048828124,1330.0860034179686,1317.9407427316762,28.287737756666715,-7.065830815261279,-2.817713901101479,1354.1828345746003,1287.7171776324308,-0.03262028355376245,0.008868887565218912,1265.199951171875
2016-10-05,1265.199951171875,1274.0,1261.300048828125,1272.0999755859375,246,1313.8099975585938,1328.9760034179687,1312.9178102021713,28.0397017404987,-10.353685076220245,-4.324908136125233,1356.4211531965716,1277.5688492448348,-0.000868749596328322,0.008881631237937605,1249.800048828125
2016-10-06,1249.800048828125,1265.300048828125,1249.800048828125,1265.300048828125,114,1304.75,1327.4400048828124,1306.9065948332145,24.765968706527005,-14.04013079440756,-6.267952667781699,1360.6378736382405,1264.6521288031656,-0.012171911901740162,0.009102399210460466,1248.9000244140625
2016-10-07,1248.9000244140625,1263.5999755859375,1248.9000244140625,1253.9000244140625,169,1295.9200073242187,1325.7720043945312,1301.3821595552001,24.58530683261999,-16.840167070526377,-8.382395548330635,1363.2579464197527,1253.912060904466,-0.0007201347246756917,0.009110978958610051,1253.0
2016-10-11,1253.0,1258.9000244140625,1253.0,1258.9000244140625,26,1287.2500122070312,1323.8520043945311,1296.774334835657,27.190911066528145,-18.51495337036772,-10.408907112738053,1364.5988300781041,1245.7711772461148,0.0032828693296416134,0.009173474026985809,1251.0999755859375
2016-10-12,1251.0999755859375,1254.0,1251.0999755859375,1251.699951171875,127,1279.7700073242188,1321.8460034179689,1292.4243958594934,26.730003234207842,-19.767680158312487,-12.28066172185294,1365.278315254652,1238.3016896281604,-0.001516380218725022,0.009173459261204577,1255.0
2016-10-13,1255.0,1259.0,1255.0,1258.699951171875,315,1273.3300048828125,1319.6580029296874,1288.8601676823987,29.37627108712327,-20.212775492950186,-13.86708447607239,1364.3945665899275,1232.5354382928851,0.003117276388912016,0.009208964299437442,1253.0999755859375
2016-10-14,1253.0999755859375,1253.9000244140625,1250.5999755859375,1253.9000244140625,311,1266.4700073242188,1317.5980029296875,1285.4544351017832,28.829974575842243,-20.48272078824175,-15.190211738506264,1363.830765099773,1227.059237341633,-0.0015139636765437725,0.009173613545908739,1254.4000244140625
2016-10-17,1254.4000244140625,1255.0,1249.9000244140625,1249.9000244140625,41,1260.5800048828125,1315.5100024414062,1282.496872179143,29.792037100828992,-20.35708747161698,-16.22358688512841,1363.3426216304156,1222.4073783695844,0.001037466166669665,0.009162746856428362,1260.800048828125
2016-10-18,1260.800048828125,1261.699951171875,1260.800048828125,1260.9000244140625,11,1255.760009765625,1313.9980029296876,1280.4305080504746,34.48708221000771,-19.516123951525742,-16.882094298407875,1361.3638045279642,1219.1162003548482,0.0051020601797675535,0.009128517551892909,1267.9000244140625
2016-10-19,1267.9000244140625,1271.5,1262.9000244140625,1262.9000244140625,219,1255.9200073242187,1312.6880029296874,1279.2371286565306,39.33392778557016,-18.06846360896884,-17.119368160520068,1358.8538845242542,1217.0461276827768,0.005631325595630177,0.009277670571201376,1265.5999755859375
2016-10-20,1265.5999755859375,1270.5,1265.5,1270.0,415,1255.960009765625,1311.2200024414062,1277.9383521736167,38.344242113935344,-16.91182804927803,-17.07786013827166,1354.0678556038192,1215.7021517203993,-0.0018140616640400786,0.00885451962567965,1265.9000244140625
2016-10-21,1265.9000244140625,1265.9000244140625,1265.9000244140625,1265.9000244140625,224,1257.5700073242188,1309.652001953125,1276.7918447679451,38.56141755682581,-15.78896919372346,-16.82008194936202,1345.8629161497279,1216.4570911744909,0.00023708030492497478,0.008382499952392625,1262.0
2016-10-24,1262.0,1269.199951171875,1261.800048828125,1269.199951171875,42,1258.8800048828125,1308.042001953125,1275.3830976471884,36.749459639058436,-15.040418257943884,-16.464149211078393,1337.1933381941833,1217.6066740128479,-0.0030808312969798912,0.008382045145005455,1271.9000244140625
2016-10-25,1271.9000244140625,1274.0999755859375,1264.0999755859375,1264.0999755859375,61,1260.7700073242188,1306.7640014648437,1275.0513763868908,43.94940156547305,-13.49280041189013,-15.869879451240742,1326.53683710589,1221.48318242536,0.007844710312252312,0.00866117428498953,1264.800048828125
2016-10-26,1264.800048828125,1274.0,1264.800048828125,1274.0,279,1262.1400146484375,1305.2540014648437,1274.075059476532,40.397773671428595,-12.69289501899516,-15.234482564791627,1317.8611456844576,1224.0488762881985,-0.005582180556375382,0.008501940851406709,1267.9000244140625
2016-10-27,1267.9000244140625,1269.4000244140625,1267.9000244140625,1269.4000244140625,338,1263.4300170898437,1303.602001953125,1273.4869608991542,42.57963208530775,-11.674248638572408,-14.522435779547784,1309.6855275150897,1227.0744944575667,0.0024509609948304423,0.008543341719272908,1275.5
2016-10-28,1275.5,1281.5,1262.0,1270.300048828125,560,1265.67001953125,1302.2580029296876,1273.6786789087585,47.640214990546674,-10.136858138353773,-13.645320251308982,1299.630957771687,1232.509069083782,0.005994144206637797,0.008691743747180012,1271.5
