Date,Close,High,Low,Open,Volume
2022-05-12,45395.46791513707,46094.89301985028,45355.640532819554,46042.62337856188,153
2022-05-13,45002.020291319335,45440.23786780844,45002.020291319335,45440.23786780844,335
2022-05-16,45178.67941729896,45178.67941729896,44518.50020331582,44605.69368440793,34
2022-05-17,45482.300900703834,45742.45767799897,45444.77837667831,45649.90334017234,121
2022-05-18,45171.9725753608,45266.49880752365,44900.82570753603,45149.583744696894,311
2022-05-19,46066.29045351795,46066.29045351795,45303.18927162945,45308.19504630412,138
2022-05-20,45845.093391554394,45845.093391554394,45708.19035812578,45777.88462476623,110
2022-05-23,46230.47116739937,46610.761721479015,46180.432775857254,46192.942373742786,216
2022-05-24,46488.44808080595,46535.807036080005,46174.388074096525,46174.388074096525,33
2022-05-25,45988.862866640484,45988.862866640484,45988.862866640484,45988.862866640484,0
2022-05-26,46029.7455953992,46029.7455953992,45855.333873568685,45855.333873568685,123355
2022-05-27,46206.02384291602,46440.63309066672,46071.24630807696,46131.147773196,30091
2022-05-31,45926.61903117022,46410.13645346864,45679.87834878292,46116.04042309912,4073
2022-06-01,45987.86161710256,46102.62483257723,45538.78578181784,45680.99191146183,1623
2022-06-02,46557.72773284011,46612.60302225115,45949.09676935521,46031.4127483774,551
2022-06-03,45898.747296485584,46555.36810128201,45898.747296485584,46450.903975445064,53
2022-06-06,45941.86277172215,46314.05442847487,45941.86277172215,46186.66078736533,142
2022-06-07,46224.50951249465,46327.09103372505,45911.75910983908,45959.29778188335,1168
2022-06-08,46245.051191996514,46322.46278429399,46057.76360661527,46067.75288749571,218
2022-06-09,46199.556473192315,46232.0402670437,45927.17639953543,46132.08450059405,159
2022-06-10,46823.608510173515,46926.187004289044,45632.69073195831,46103.051624572654,1490
2022-06-13,45946.197050196766,47097.366671841,45712.44328869048,47097.366671841,127
2022-06-14,45471.31639217917,45873.383848534446,45365.774911898414,45860.81924052334,536
2022-06-15,45514.871714421904,46109.09867867628,45402.043577361525,45484.78237481034,108
2022-06-16,46226.470454745,46349.19399583865,45455.07101716342,45562.76481490199,136
2022-06-17,46019.24852793988,46473.02238167564,45969.1077029889,46473.02238167564,170
2022-06-21,45968.40152162233,46068.626970512225,45855.6478916212,45985.94281036084,216
2022-06-22,46079.3683051823,46290.38187085958,45760.330341462344,45958.786496347195,115
2022-06-23,45897.48590659318,46287.150720406404,45897.48590659318,46143.85585510749,9
2022-06-24,45887.8277036421,45887.8277036421,45619.00891589921,45737.08750861234,61
2022-06-27,45811.47291937844,46058.02631234788,45786.31422186339,46052.99580129689,77
2022-06-28,45836.258794834335,46050.62369153645,45836.258794834335,46005.22754081883,391
2022-06-29,46109.01006085457,46531.028085031416,46086.13218284892,46225.95660924914,173
2022-06-30,45763.50815291808,46098.34639226885,45684.872955356586,45903.02331186004,328
2022-07-01,45669.02244715278,45851.80899850316,45483.69469726543,45582.70537050631,77
2022-07-05,44713.84788047117,45820.3994878676,44713.84788047117,45820.3994878676,64
2022-07-06,44270.36918685248,45114.99891689134,44247.4027838742,44974.65248360915,1729
2022-07-07,44165.60753543409,44351.12206198556,44142.7350315585,44351.12206198556,1869
2022-07-08,44333.667846644115,44555.2616434789,44117.169982699466,44269.99200430745,370
2022-07-11,44124.751531873524,44295.6380525294,44124.751531873524,44188.515623682586,75
2022-07-12,44034.978742366315,44346.72050252976,44034.978742366315,44313.5007376087,451
2022-07-13,44312.72228640381,44312.72228640381,43694.35892242194,43694.35892242194,368
2022-07-14,43735.267702146106,43889.219949850936,43735.267702146106,43884.089461127376,1289
2022-07-15,43720.13673916196,43907.60959598788,43686.749572974164,43797.18115195361,721
2022-07-18,43808.05100357688,43890.07123281502,43808.05100357688,43884.94320856473,264
2022-07-19,43998.87755214522,44112.09166642638,43898.52860673895,44058.05858533389,1684
2022-07-20,43633.42049642416,43864.48891917663,43633.42049642416,43828.544315490806,130
2022-07-21,44053.53935060211,44125.56134204842,43207.29822030974,43392.49314137901,183
2022-07-22,44297.60663975431,44500.230795208816,43935.962739015966,43943.65855578911,61
2022-07-25,44145.61786973314,44479.47070993473,44145.61786973314,44351.06577139566,67
2022-07-26,44027.020364393764,44034.711029959166,44027.020364393764,44034.711029959166,1
2022-07-27,44128.50978594702,44128.50978594702,44128.50978594702,44128.50978594702,144865
2022-07-28,44932.887569141225,45053.542526402816,44463.09723973201,44470.79995348581,37236
2022-07-29,45099.97545580314,45171.605512134534,44769.956296238575,44872.28762491569,3485
2022-08-01,45041.782452363004,45130.898471912624,44713.325644398974,44911.9283026433,705
2022-08-02,44959.10404397352,45352.569191219685,44662.10255941774,44984.488892182955,1078
2022-08-03,44428.0591416393,44743.95831073514,44301.69947400097,44395.20439407221,399
2022-08-04,45494.29729311785,45585.87032054565,44965.20386001856,45008.448834857896,285
2022-08-05,45118.339769755825,45589.14425632937,44896.93255267797,45584.05261416368,645
2022-08-08,45618.971359721196,45618.971359721196,45236.00485440651,45236.00485440651,127
2022-08-09,45913.13256622382,45966.8764109635,45785.169543464006,45810.76214801597,249
2022-08-10,45940.51443259794,46178.4566431245,45740.95291964261,46165.66411832575,601
2022-08-11,45513.024756334686,45630.00769438157,45411.30262190308,45630.00769438157,1235
2022-08-12,46037.85503557443,46083.92997615658,45671.82703377762,45723.02002350351,187
2022-08-15,45605.38758683042,46055.962245590425,45433.859893509194,46055.962245590425,64
2022-08-16,45352.87268433713,45460.2973359631,45306.836224075414,45460.2973359631,308
2022-08-17,44792.64974596097,45031.839953113515,44785.01469415612,45031.839953113515,23
2022-08-18,44786.01911898255,44979.93049733797,44737.540495745714,44979.93049733797,321
2022-08-19,44818.23211284349,44990.059442859754,44815.66817997627,44974.669584526084,49
2022-08-22,44553.745434712604,44720.757744588984,44361.03892331679,44720.757744588984,347
2022-08-23,44863.47968725393,44917.41385797178,44480.79882856702,44637.4659473801,509
2022-08-24,44872.70010891958,44975.39538035868,44764.86819350194,44800.81216530782,187
2022-08-25,45094.26071277802,45199.449810914775,45024.99274586755,45194.31687856256,172
2022-08-26,44588.16466791079,45073.573004212005,44588.16466791079,45047.89005663126,202
2022-08-29,44643.55221265705,44761.8058422406,44527.868700172156,44535.58218958427,950
2022-08-30,44303.94957690145,44710.173222693564,44239.673882216724,44643.32712791378,385
2022-08-31,43879.28804446554,44086.7968906567,43769.127444421385,44020.18953755557,2133
2022-09-01,43391.44750487914,43680.45226886826,43322.39481642812,43680.45226886826,683
2022-09-02,43821.39786678019,43972.60968137677,43649.67803586563,43657.36815090905,182
2022-09-06,43616.670619270015,44052.73471588345,43598.71316009838,43855.22145222394,697
2022-09-07,44060.69319452611,44060.69319452611,43531.54111805447,43534.112313761325,651
2022-09-08,43738.474857591755,43999.67527204123,43669.33449081905,43999.67527204123,1193
2022-09-09,43979.63193520507,44077.01263299767,43892.50545930017,44056.510445611464,635
2022-09-12,44256.52691124024,44256.52691124024,44238.60120768589,44238.60120768589,68
2022-09-13,43500.21346814872,43895.6699542228,43303.76213696346,43895.6699542228,432
2022-09-14,43418.12827198484,43553.771183784025,43418.12827198484,43474.4311085145,532
2022-09-15,42542.57172442904,43068.79721142251,42463.38298191949,43056.024733008686,1125
2022-09-16,42916.0168908717,42998.169430995586,42402.575266843574,42625.92425357519,464
2022-09-19,42689.323779510465,42771.3121162991,42492.04511050594,42576.59489867088,580
2022-09-20,42532.39248370128,42532.39248370128,42532.39248370128,42532.39248370128,2830
2022-09-21,42687.508609888275,43084.99532931489,42687.508609888275,42710.58911000115,2337
2022-09-22,43001.208470079866,43001.208470079866,42936.86622802008,42936.86622802008,973
